OBSERVE_COST,BERNOULLI,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.001,0.126,0.342,0.478,0.512,10.620730138732792,-0.998,2.6561558507813654
0.009,0.126,0.428,0.916,0.98,9.934515379061004,-6.542999999999999,2.848410510371062
0.017,0.126,0.448,0.914,0.97,10.406019214598423,-4.572305119724421,2.1710096292726426
0.025,0.126,0.396,0.89,0.968,6.692364841994908,-5.382532930203913,1.6269646386154366
0.033,0.126,0.44,0.878,0.982,6.364250603099818,-5.438538358732206,1.4060412384116023
0.041,0.126,0.45,0.874,0.99,7.099520007590315,-5.584152136244715,1.1771187047315288
0.049,0.126,0.43,0.848,0.988,6.649387585819378,-4.209848836605657,0.9921897514940996
0.057,0.126,0.454,0.838,0.992,5.909149787176335,-4.5673171379967314,0.8190229191275848
0.065,0.126,0.424,0.82,0.994,7.791424003874955,-7.582185930149858,0.6900907700484186
0.073,0.126,0.446,0.822,0.996,6.142759893481852,-6.9799072595855005,0.6021651642510373
0.081,0.126,0.42,0.798,0.998,6.792051969808892,-6.358586845118775,0.48121214009330604
0.089,0.126,0.434,0.804,1.0,8.735056122112402,-4.110799166480334,0.4501712840283166
0.097,0.126,0.368,0.79,1.0,7.022162337419437,-4.074921542843361,0.2712697887076204
0.105,0.126,0.41,0.812,1.0,6.337450909437929,-5.469302693910861,0.24650696621527052
0.113,0.126,0.384,0.748,1.0,8.850937295277008,-5.80078155202542,0.0654435306656096
0.121,0.126,0.402,0.812,1.0,4.361991014811764,-4.436358639178086,0.09759304050467534
0.129,0.126,0.376,1.0,1.0,2.179448593623632,-0.129,-0.053274294433759
0.137,0.126,0.42,0.998,1.0,4.873682260131012,-0.137,-0.010974725327503475
0.145,0.126,0.398,0.996,1.0,8.117389718113182,-0.145,0.010854414531895274
0.153,0.126,0.496,1.0,1.0,4.01943967721334,-0.153,-0.05190646880806673
0.161,0.126,0.512,1.0,1.0,4.191484025156218,-0.161,-0.0366868399909756
0.169,0.126,0.52,1.0,1.0,3.2389418148445874,-0.169,-0.0799141738957951
0.177,0.126,0.514,1.0,1.0,4.4007496469483876,-0.177,-0.04331193022766958
0.185,0.126,0.542,1.0,1.0,5.5792099825189805,-0.185,-0.048297419362902966
0.193,0.126,0.578,1.0,1.0,4.047637468101892,-0.193,-0.08182092136350073
0.201,0.126,0.558,1.0,1.0,3.543925591663937,-0.201,-0.0917625386099933
0.209,0.126,0.59,1.0,1.0,4.851732571632321,-0.209,-0.08521685011973779
0.217,0.126,0.602,1.0,1.0,4.4758348073738885,-0.217,-0.07435671585668452
0.225,0.126,0.602,1.0,1.0,5.721826531167561,-0.225,-0.09758045692636971
0.233,0.126,0.608,1.0,1.0,2.6482684190060803,-0.233,-0.12736895846962185
0.241,0.126,0.66,1.0,1.0,5.1221081057848385,-0.241,-0.08818358614174457
0.249,0.126,0.648,1.0,1.0,3.7543298857058836,-0.249,-0.1041758925933822
0.257,0.126,0.644,1.0,1.0,3.8320659246334166,-0.257,-0.15435507904058865
0.265,0.126,0.648,1.0,1.0,4.634989479212594,-0.265,-0.16515449522949247
0.273,0.126,0.686,1.0,1.0,3.982399551921301,-0.273,-0.15684082954603878
0.281,0.126,0.658,1.0,1.0,3.4531073647416424,-0.281,-0.15162722743102114
0.289,0.126,0.672,1.0,1.0,4.142942218616054,-0.289,-0.129810719685389
0.297,0.126,0.668,1.0,1.0,3.585765030585394,-0.297,-0.1705424176302652
0.305,0.126,0.7,1.0,1.0,3.184538919401451,-0.305,-0.20215553465584837
0.313,0.126,0.7,1.0,1.0,7.594929109530299,-0.313,-0.14123359884850561
0.321,0.126,0.7,1.0,1.0,6.78280252846196,-0.321,-0.2007126382752791
0.329,0.126,0.702,1.0,1.0,4.867711931334055,-0.329,-0.21713442365463137
0.337,0.126,0.712,1.0,1.0,2.5256597392062163,-0.337,-0.23741493083753967
0.345,0.126,0.732,1.0,1.0,4.546758015663461,-0.345,-0.2029815464913811
0.353,0.126,0.778,1.0,1.0,6.927509189914168,-0.353,-0.22111443685521728
0.361,0.126,0.706,1.0,1.0,2.917838185491762,-0.361,-0.23232766716929784
0.369,0.126,0.764,1.0,1.0,3.0482621352816777,-0.369,-0.2542322653281947
0.377,0.126,0.732,1.0,1.0,3.889944978231994,-0.377,-0.21534747074050037
0.385,0.126,0.724,1.0,1.0,3.2892861328202105,-0.385,-0.23466814398752722
0.393,0.126,0.77,1.0,1.0,3.620343540951163,-0.393,-0.2661905498230626
0.401,0.126,0.77,1.0,1.0,4.899071080343415,-0.401,-0.2811701462196433
0.409,0.126,0.74,1.0,1.0,3.735881993844435,-0.409,-0.3088852085753494
0.417,0.126,0.8,1.0,1.0,3.257208647536349,-0.417,-0.31820482522459875
0.425,0.126,0.808,1.0,1.0,3.377681031886892,-0.425,-0.30464063470790675
0.433,0.126,0.794,1.0,1.0,3.318180033131683,-0.433,-0.32637109399643927
0.441,0.126,0.792,1.0,1.0,2.78007177859474,-0.441,-0.3230845720162804
0.449,0.126,0.778,1.0,1.0,3.3557401443788306,-0.449,-0.32294506537715095
0.457,0.126,0.8,1.0,1.0,3.2651339300375657,-0.457,-0.3297079500049505
0.465,0.126,0.794,1.0,1.0,3.6588507405085275,-0.465,-0.36389402320219427
0.473,0.126,0.788,1.0,1.0,4.721141799151102,-0.473,-0.3449238381747587
0.481,0.126,0.82,1.0,1.0,3.719870949513724,-0.481,-0.3325176627224318
0.489,0.126,0.824,1.0,1.0,4.067375779200166,-0.489,-0.3357150312564287
0.497,0.126,0.82,1.0,1.0,4.452145390270531,-0.497,-0.35032985117168974
0.505,0.126,0.85,1.0,1.0,6.0176569386685035,-0.505,-0.37278076292769385
0.513,0.126,0.828,1.0,1.0,3.846960772247784,-0.513,-0.4049739607086819
0.521,0.126,0.84,1.0,1.0,3.5383354232040602,-0.521,-0.3624117068805582
0.529,0.126,0.842,1.0,1.0,3.755939044674153,-0.529,-0.40614344013858567
0.537,0.126,0.808,1.0,1.0,3.154695963244075,-0.537,-0.4205899994038111
0.545,0.126,0.826,1.0,1.0,3.2065446323555906,-0.545,-0.42056427831368237
0.553,0.126,0.844,1.0,1.0,4.394214359287305,-0.553,-0.4008200321520474
0.561,0.126,0.842,1.0,1.0,5.397968700247871,-0.561,-0.41954222686514825
0.569,0.126,0.822,1.0,1.0,3.9667899777453295,-0.569,-0.43483550408044874
0.577,0.126,0.852,1.0,1.0,2.250968496603311,-0.577,-0.4481081860584768
0.585,0.126,0.852,1.0,1.0,3.598901679030086,-0.585,-0.4887162572425728
0.593,0.126,0.842,1.0,1.0,3.0268214444551833,-0.593,-0.5030034155565046
0.601,0.126,0.852,1.0,1.0,4.552208334348688,-0.601,-0.46247596606873304
0.609,0.126,0.852,1.0,1.0,6.203630606867392,-0.609,-0.47746768799496053
0.617,0.126,0.862,1.0,1.0,4.92564225539008,-0.617,-0.5115990705049632
0.625,0.126,0.856,1.0,1.0,4.246002165628105,-0.625,-0.46978104770332824
0.633,0.126,0.854,1.0,1.0,2.9100173531288203,-0.633,-0.4978753095178426
0.641,0.126,0.862,1.0,1.0,3.370570799807558,-0.641,-0.4686804796865636
0.649,0.126,0.854,1.0,1.0,4.711282321852115,-0.649,-0.4805925183167134
0.657,0.126,0.86,1.0,1.0,3.001181835497968,-0.657,-0.5507367809150139
0.665,0.126,0.89,1.0,1.0,3.892274304509777,-0.665,-0.5423364082191704
0.673,0.126,0.832,1.0,1.0,3.76764217922433,-0.673,-0.5698719549734679
0.681,0.126,0.86,1.0,1.0,4.294095863992266,-0.681,-0.5706789080018069
0.689,0.126,0.884,1.0,1.0,3.233437190064801,-0.689,-0.5484604305125308
0.697,0.126,0.872,1.0,1.0,2.657393937696386,-0.697,-0.5951117017934283
0.705,0.126,0.894,1.0,1.0,8.26029251654393,-0.705,-0.5428155453846054
0.713,0.126,0.894,1.0,1.0,3.1088702261112497,-0.713,-0.5644010093168185
0.721,0.126,0.87,1.0,1.0,4.094885534093906,-0.721,-0.5855782194116312
0.729,0.126,0.866,1.0,1.0,6.267099469557404,-0.729,-0.5850054664893367
0.737,0.126,0.878,1.0,1.0,3.3203334117717844,-0.737,-0.6398356241206559
0.745,0.126,0.894,1.0,1.0,3.26535952217192,-0.745,-0.6068808399452386
0.753,0.126,0.902,1.0,1.0,4.227542013742257,-0.753,-0.6291810500886521
0.761,0.126,0.894,1.0,1.0,4.674202926147294,-0.761,-0.6085370151763799
0.769,0.126,0.894,1.0,1.0,2.8403542969341764,-0.769,-0.6397691510089945
0.777,0.126,0.912,1.0,1.0,2.7802413327609132,-0.777,-0.6690074212492533
0.785,0.126,0.876,1.0,1.0,2.112431350428129,-0.785,-0.666695824562031
0.793,0.126,0.908,1.0,1.0,4.43422831901271,-0.793,-0.6489350643783195
0.801,0.126,0.886,1.0,1.0,3.851405350390995,-0.801,-0.651917002975449
0.809,0.126,0.898,1.0,1.0,3.4192434831591507,-0.809,-0.6768535286511441
0.817,0.126,0.894,1.0,1.0,2.1708213044534483,-0.817,-0.7116847717452985
0.825,0.126,0.906,1.0,1.0,2.734283160206809,-0.825,-0.7115362599743159
0.833,0.126,0.904,1.0,1.0,5.188592226196963,-0.833,-0.7165511066101483
0.841,0.126,0.904,1.0,1.0,3.258280450405416,-0.841,-0.6889023358666119
0.849,0.126,0.896,1.0,1.0,4.513938413533041,-0.849,-0.7058961924714721
0.857,0.126,0.924,1.0,1.0,3.629610374656467,-0.857,-0.7412402026514927
0.865,0.126,0.918,1.0,1.0,2.0101623306578844,-0.865,-0.7514110563283238
0.873,0.126,0.916,1.0,1.0,2.775394595423479,-0.873,-0.7669533886841191
0.881,0.126,0.906,1.0,1.0,3.496119490412476,-0.881,-0.7396474557192099
