BERNOULLI,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.622,0.16,0.56,0.66,15.385443219787787,-2.7840000000000003,8.441931251129256
0.625,0.1,0.48,0.64,16.796746583051686,-3.203998840890617,8.392761223046456
0.628,0.22,0.52,0.62,17.44848587319745,-3.428,7.985931535169674
0.631,0.2,0.48,0.62,17.416721248299154,-2.8211986354577343,7.813248772036498
0.634,0.12,0.38,0.6,15.59932659637477,-2.704,7.706784181279087
0.637,0.12,0.38,0.54,17.04682591926874,-3.7640000000000002,6.9104092559194115
0.64,0.2,0.48,0.62,17.6080545193015,-3.072,8.193595193236455
0.643,0.18,0.42,0.56,19.663239708407588,-3.96,6.99725259383713
0.646,0.18,0.44,0.58,17.177261238256914,-3.44,7.903706553581103
0.649,0.16,0.46,0.62,16.479715979349084,-2.49130130860165,7.874587765046716
0.652,0.14,0.38,0.6,19.238085907297165,-3.3040000000000003,8.093880359962
0.655,0.22,0.46,0.58,17.94864651821123,-3.696,8.242133014858723
0.658,0.12,0.38,0.54,18.285913948284342,-2.936,7.65283017444931
0.661,0.2,0.64,0.64,21.093701526393406,-3.7880000000000003,9.49630526950413
0.664,0.08,0.3,0.5,18.118217958743358,-3.528,7.3383582216873355
0.667,0.24,0.48,0.6,18.370666986175742,-3.972,8.513796815936857
0.67,0.06,0.36,0.58,19.702541276503432,-3.490440110880477,7.962741263279378
0.673,0.06,0.34,0.5,17.48008912240593,-3.16,7.100760065993338
0.676,0.14,0.4,0.46,18.689915443867037,-3.5479728331910008,6.811466883973561
0.679,0.16,0.44,0.56,17.320540512641063,-3.7680000000000002,8.376634413482588
0.682,0.08,0.44,0.64,19.426437329118887,-3.916,9.74578320929767
0.685,0.06,0.32,0.52,20.485197330686386,-2.69336362440614,8.392918125849393
0.688,0.08,0.34,0.56,19.183828992875796,-3.84,8.470269589098702
0.691,0.14,0.4,0.5,20.134729449627343,-3.5594559308001763,7.61281805980898
0.694,0.06,0.26,0.48,20.461437868806893,-3.992,7.056165140307009
0.697,0.1,0.4,0.52,21.686861482695136,-3.564,7.815608159449032
0.7,0.1,0.3,0.5,19.8956337411595,-3.488,7.9835564599295115
0.703,0.14,0.36,0.46,20.29871580048669,-3.724,7.521088779575985
0.706,0.1,0.32,0.48,20.76483347409037,-3.888,7.6949602620499
0.709,0.04,0.2,0.34,18.761715733798816,-3.484,5.53061139898939
0.712,0.2,0.4,0.5,20.900551188857513,-2.94,8.65206645867864
0.715,0.1,0.36,0.5,23.773242717731875,-3.992,7.88560357731703
0.718,0.16,0.4,0.52,20.691394824468762,-3.054457987365024,9.875900542395811
0.721,0.14,0.38,0.56,21.354258117164836,-3.716,9.741130899863592
0.724,0.08,0.28,0.42,21.532668706647158,-3.8280000000000003,7.554037811173515
0.727,0.06,0.28,0.46,21.61387728666715,-3.9253878985914765,7.997017993243619
0.73,0.04,0.2,0.34,22.673108539626114,-3.86,6.135813499020315
0.733,0.12,0.26,0.34,20.566011704595034,-3.3698140710918434,6.392876653762712
0.736,0.08,0.28,0.48,23.06155593724751,-3.636,9.29391190229405
0.739,0.08,0.32,0.5,23.407518003515285,-3.932,8.805644244524386
0.742,0.1,0.24,0.42,22.673774591427442,-3.3080000000000003,8.15725542270352
0.745,0.06,0.26,0.42,25.466538677726703,-3.8360000000000003,8.072289841258579
0.748,0.04,0.16,0.3,24.253017853400614,-3.007479434170366,5.570404534425875
0.751,0.16,0.34,0.5,22.40745739906208,-3.956,9.712434297877401
0.754,0.06,0.3,0.5,23.844137126199048,-3.968,10.235773657040992
0.757,0.08,0.3,0.42,23.830287119662813,-3.612,8.619367434794897
0.76,0.06,0.24,0.38,24.347032858279334,-3.448,8.57635193173964
0.763,0.04,0.26,0.46,26.908255878334185,-3.628,10.407560006053181
0.766,0.04,0.24,0.44,25.778463000521192,-3.2760000000000002,9.068705860866816
0.769,0.14,0.32,0.46,26.803642557592944,-3.72,9.848633944790055
0.772,0.04,0.24,0.4,24.529566442926143,-3.47944710746499,9.242173779604018
0.775,0.02,0.38,0.54,25.96294396652507,-3.2880000000000003,12.62492458339145
0.778,0.1,0.28,0.4,24.84880549124334,-3.47182748475663,9.470317725317457
0.781,0.1,0.24,0.48,25.776311950351175,-3.084,10.442185045315206
0.784,0.02,0.2,0.38,27.5641703324025,-3.72,7.631724102564073
0.787,0.08,0.22,0.32,26.31216849038193,-3.7560000000000002,7.984074191625748
0.79,0.04,0.14,0.32,25.96154644911497,-3.7920000000000003,7.263359318977386
0.793,0.02,0.12,0.32,30.757862473119058,-3.728,7.443937110330118
0.796,0.04,0.28,0.48,29.6753711506869,-3.484,11.847362700893843
0.799,0.04,0.22,0.38,28.129839894384638,-3.144,10.15968525962704
0.802,0.1,0.3,0.48,28.50756659738697,-3.572,12.405193742938279
0.805,0.06,0.14,0.28,28.068190497088384,-3.2920000000000003,6.998964925775144
0.808,0.02,0.16,0.34,29.885781269574196,-3.7640000000000002,9.325498167996278
0.811,0.0,0.08,0.3,29.492961496295962,-3.852,8.35534182858344
0.814,0.0,0.12,0.34,28.884083105426157,-3.4886364076350342,8.983563449703194
0.817,0.06,0.16,0.34,30.63312512803821,-3.744,10.544426547860489
0.82,0.12,0.26,0.44,33.05670511223573,-3.444,12.625091621306897
0.823,0.02,0.12,0.26,31.41170674455068,-3.54,7.017680968730051
0.826,0.08,0.18,0.36,33.06960602646581,-3.872,10.349810928953397
0.829,0.02,0.18,0.34,33.43462224733884,-3.5056277229929327,11.128794379494089
0.832,0.02,0.12,0.3,32.75391375696982,-3.633674979594929,9.500476240451663
0.835,0.06,0.2,0.36,36.88070174370117,-3.604,11.788956806367572
0.838,0.06,0.24,0.32,36.48273543871279,-3.736,10.973017927520615
0.841,0.04,0.26,0.5,38.43356544269753,-2.8004382062141167,15.408151644698615
0.844,0.08,0.24,0.44,36.62824870832859,-3.588,14.37137366963121
0.847,0.04,0.16,0.42,36.638814779099654,-3.585168269107436,14.223856714185674
0.85,0.1,0.18,0.28,36.058393715319966,-3.892,9.0753877516694
0.853,0.04,0.18,0.4,39.36865910003482,-3.98,14.577657874570546
0.856,0.02,0.18,0.34,37.7279268328243,-3.428,11.548844134120708
0.859,0.0,0.18,0.36,43.104574826138844,-2.328,12.909225021710741
0.862,0.0,0.12,0.3,40.41594210169429,-3.404,11.043113745053105
0.865,0.02,0.14,0.24,40.6888368352787,-3.62,9.9036027313752
0.868,0.04,0.2,0.3,43.48094441385068,-3.692,14.127568560624395
0.871,0.04,0.2,0.4,44.34863592531517,-3.284597456279479,16.771103906751726
0.874,0.06,0.1,0.24,45.341931391738,-3.7640000000000002,11.407903582751864
0.877,0.02,0.14,0.26,45.30104715086695,-3.6520452702352224,14.52067276444726
0.88,0.04,0.12,0.28,47.05024217771062,-3.348,12.12606381228509
0.883,0.02,0.14,0.2,49.124549035070785,-2.732,10.662502964851734
0.886,0.06,0.1,0.18,49.39750811106175,-3.928,9.380562637232224
0.889,0.02,0.1,0.26,49.462469724893786,-3.8129270472912773,11.987122523007827
0.892,0.04,0.12,0.18,51.76580710865013,-3.4247725935212383,10.20044118807504
0.895,0.06,0.16,0.32,53.26181945229859,-3.1152806133029247,16.666807117749315
0.898,0.02,0.1,0.22,54.64743470995215,-3.72,11.864319680425744
0.901,0.04,0.06,0.22,54.645173350440785,-3.928,9.415220265742722
0.904,0.0,0.1,0.28,57.79413357250052,-2.996,15.462489502611488
0.907,0.0,0.04,0.14,58.92136739187566,-3.588,11.92344618495902
0.91,0.06,0.12,0.3,60.90773879407473,-3.724,20.24633469668447
0.913,0.08,0.12,0.3,63.15476625720474,-3.62,19.230794395575284
0.916,0.06,0.1,0.26,64.67935116399866,-3.88,15.160600495700852
0.919,0.04,0.12,0.24,68.93448849341188,-2.5371762800371322,19.033070583047856
0.922,0.08,0.12,0.32,71.09001912340447,-2.448,21.357599613460607
0.925,0.02,0.04,0.18,74.88793344857025,-3.928,16.86448824339637
0.928,0.04,0.08,0.24,77.99037561081234,-2.7497425360044687,19.275611316291542
0.931,0.04,0.04,0.14,78.97963858339486,-2.108,14.403026355718014
0.934,0.06,0.12,0.24,85.58618348309486,-3.121806868082217,19.984667984594594
0.937,0.04,0.12,0.22,87.65500286902743,-2.842685965760539,21.98143699703004
0.94,0.02,0.06,0.3,95.36168616951018,-1.9268319012453599,27.090898393143938
0.943,0.02,0.04,0.16,97.05254703794668,-3.7520000000000002,20.35257059417079
0.946,0.04,0.08,0.4,101.72725758049931,-1.49247977185451,33.149496894015044
0.949,0.02,0.04,0.2,106.01288870109836,-2.2920000000000003,21.48470855793929
0.952,0.1,0.12,0.2,115.143155843985,-2.2528115697383266,25.648404631152527
0.955,0.04,0.06,0.22,121.61667033795666,-2.8080000000000003,24.486862114863147
0.958,0.04,0.06,0.2,129.23129140282592,-1.924,25.068152269724887
0.961,0.02,0.02,0.16,141.909732949152,-2.508,32.054947804279095
0.964,0.0,0.02,0.24,153.09713887685618,-3.84,34.626233268122064
0.967,0.04,0.06,0.14,165.80952256314956,-3.416,31.550081851534102
0.97,0.14,0.16,0.22,182.48600422573824,-2.744,36.9943264008406
0.973,0.14,0.16,0.22,203.02081461217784,-1.3800000000000001,41.55807756732909
0.976,0.06,0.06,0.12,230.1125925036358,-2.352986590552973,38.0497888031343
0.979,0.16,0.18,0.32,261.66821537677043,-2.972,58.36174783250354
0.982,0.16,0.16,0.24,253.40694259674942,-2.232,54.70229639980832
0.985,0.06,0.06,0.14,365.8379324113664,-3.002698717894376,49.90218775399906
0.988,0.16,0.16,0.26,441.90324258850666,-3.916,68.0958566508759
0.991,0.3,0.32,0.38,373.28618786038817,-2.872,93.79300786371051
0.994,0.18,0.18,0.32,263.07688366899725,0.5878045430832954,103.7461034202185
0.997,0.6,0.62,0.62,776.2664880367571,1.033797341949053,254.92967955438777
