OBSERVE_COST,BERNOULLI,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.001,0.188,0.3,0.462,0.498,13.716551848289555,-0.998,3.010047876195579
0.009,0.188,0.384,0.914,0.986,8.012327272666843,-6.074999999999999,3.561530161981936
0.017,0.188,0.384,0.916,0.974,9.574889126307292,-2.6205620180244713,2.653194403627269
0.025,0.188,0.386,0.902,0.974,7.381758683091391,-7.704709474340144,2.28891100151742
0.033,0.188,0.402,0.906,0.986,9.405441096667888,-3.7846840453339015,1.9484566021318235
0.041,0.188,0.39,0.902,0.99,12.805892426020533,-6.91083012892625,1.6877496311641766
0.049,0.188,0.446,0.912,0.998,10.160730908587249,-3.80976366232783,1.663842792313416
0.057,0.188,0.406,0.868,0.994,8.681585671739109,-6.339903965389588,1.267008165285492
0.065,0.188,0.408,0.858,0.996,8.002597000105384,-5.385615368110866,1.1668539429743474
0.073,0.188,0.436,0.908,0.998,7.120213487354276,-5.872696209125156,1.2028921356424684
0.081,0.188,0.398,0.87,1.0,7.880345195948632,-5.759355681651135,0.9233974719237003
0.089,0.188,0.436,0.858,1.0,6.679490840016697,-5.687541735458069,0.8326294765527286
0.097,0.188,0.424,0.84,1.0,5.818409498157822,-6.909775061964594,0.7126464928759833
0.105,0.188,0.432,0.842,1.0,6.339779668618658,-7.461150961809282,0.5564934827682747
0.113,0.188,0.418,0.854,0.998,7.0451373681042835,-10.557585702394311,0.5819367554693414
0.121,0.188,0.438,0.852,1.0,5.599993488883089,-4.67631146849788,0.5744532518610375
0.129,0.188,0.384,0.858,1.0,5.336427517332962,-5.961507360919004,0.3678394151070085
0.137,0.188,0.422,0.842,1.0,6.4670270958251255,-5.208746234846787,0.36623628190372015
0.145,0.188,0.396,0.876,1.0,4.839489501132653,-4.081082052062252,0.36325776255517583
0.153,0.188,0.392,0.836,1.0,5.015445282760886,-5.918547977903428,0.2913044004294992
0.161,0.188,0.32,0.842,1.0,7.831486145777332,-5.255099693526895,0.13036598234829766
0.169,0.188,0.354,0.846,1.0,7.1601672884876,-5.495906866129966,0.09388449644590163
0.177,0.188,0.386,0.848,1.0,5.54120834671005,-5.270453047018948,0.08818196008750469
0.185,0.188,0.39,0.86,1.0,7.668305167473061,-4.393820569644774,0.13597221913048135
0.193,0.188,0.432,0.998,1.0,4.796690496534045,-0.193,-0.03374652430751101
0.201,0.188,0.424,1.0,1.0,4.343183720229424,-0.201,0.010029357331954486
0.209,0.188,0.44,1.0,1.0,5.076818000694305,-0.209,-0.05583882913812624
0.217,0.188,0.416,0.996,1.0,4.448702220930673,-0.217,-0.0210542294345119
0.225,0.188,0.436,0.996,1.0,6.88975968248641,-0.225,-0.05436885663843456
0.233,0.188,0.514,0.996,1.0,5.646022040426918,-0.233,-0.016905474598383537
0.241,0.188,0.468,1.0,1.0,6.2013571005447945,-0.241,-0.07880411891412394
0.249,0.188,0.486,1.0,1.0,4.078139662479145,-0.249,-0.05573984198878421
0.257,0.188,0.502,1.0,1.0,4.063788739338272,-0.257,-0.08301998244537215
0.265,0.188,0.522,1.0,1.0,4.028485563029977,-0.265,-0.04846485232922132
0.273,0.188,0.538,1.0,1.0,4.344345765625888,-0.273,-0.07583840879708938
0.281,0.188,0.566,1.0,1.0,4.728167879754931,-0.281,-0.06204770626618147
0.289,0.188,0.548,1.0,1.0,3.0745058013638573,-0.289,-0.13667804015941595
0.297,0.188,0.582,1.0,1.0,4.75796600789539,-0.297,-0.09276575189620394
0.305,0.188,0.606,1.0,1.0,3.2126750285749717,-0.305,-0.1595142045993426
0.313,0.188,0.6,1.0,1.0,4.949677210920017,-0.313,-0.11845059862263073
0.321,0.188,0.604,0.998,1.0,5.256276670495959,-0.321,-0.13284276752554558
0.329,0.188,0.586,1.0,1.0,4.964563186841,-0.329,-0.13408215200103873
0.337,0.188,0.604,1.0,1.0,4.150676564399305,-0.337,-0.15979497096816914
0.345,0.188,0.574,1.0,1.0,4.765325875201981,-0.345,-0.13677907373747678
0.353,0.188,0.602,1.0,1.0,6.2947680647392925,-0.353,-0.1695645522257182
0.361,0.188,0.614,1.0,1.0,3.749254666592228,-0.361,-0.18767729176816084
