REPEAT_COUNT,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
10.0,0.391,0.652,0.683,0.9999998110933715,0.0005006089974597394,0.8213734774759606
15.0,0.358,0.628,0.659,0.9999997724271815,0.0005447048179056946,0.8232736016781133
