OBSERVE_COST,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.0001,0.11,0.113,0.113,12.735322724635715,-0.18864924979930148,1.916105988664537
0.0011,0.521,0.716,0.716,13.297734350322429,-1.95787503875777,5.199039346433409
0.0021,0.529,0.89,0.891,12.903401428290294,-3.4340395784976745,5.664716444291823
0.0031,0.567,0.934,0.951,11.135938561825045,-5.291934174236786,5.5782727354408745
0.0041,0.545,0.948,0.976,10.97531749360136,-5.002635789081392,5.327276559772827
0.0051,0.548,0.952,0.984,12.025775757269459,-3.6690489654919585,5.252140275394105
0.0061,0.546,0.97,0.997,11.084523754644295,-3.9251379205284236,5.141839733522623
0.0071,0.521,0.967,0.994,11.099128530960266,-6.185435918505574,4.9924084619586395
0.0081,0.543,0.972,1.0,11.449153690997731,0.6382757059660893,4.914479776242947
0.0091,0.504,0.959,0.996,9.821958452674153,-5.927932595079823,4.678095424017716
0.0101,0.557,0.969,0.996,11.39134060505727,-3.744156583495256,4.6629211040347025
0.0111,0.536,0.964,0.997,13.885748060243678,-2.914616229947704,4.5631977303657205
0.0121,0.521,0.955,0.995,11.388515147513814,-2.581765529550685,4.381854794554904
0.0131,0.518,0.957,0.996,11.962141085100596,-1.7160228642390196,4.319335086355248
0.0141,0.539,0.971,0.992,9.816876060722263,-2.6065609561785212,4.310130238383638
0.0151,0.525,0.959,0.995,10.38146540244487,-2.3507442597242294,4.188244706576046
0.0161,0.552,0.976,0.998,9.842181722700255,-1.632100834633027,4.186689095275443
0.0171,0.517,0.965,0.998,10.515693050616456,-1.4217224648339775,4.038848525101835
0.0181,0.564,0.96,0.997,10.469332323562593,-1.7237216401183195,4.095783721380043
0.0191,0.506,0.953,0.995,11.704365483788207,-4.486554394438184,3.9483118030215216
0.0201,0.529,0.969,1.0,9.444768618111661,-1.496079051484501,3.9894699577849098
0.0211,0.528,0.949,0.996,10.412717187583965,-4.98577260398171,3.8291527604209645
0.0221,0.516,0.968,0.995,9.374074172937773,-3.4498116088889423,3.825074410430301
0.0231,0.516,0.961,0.999,10.954553335217142,-1.6584963872358074,3.795167036736967
0.0241,0.529,0.964,0.993,9.95368562909144,-3.835332071656641,3.7373630940102993
0.0251,0.527,0.96,0.999,12.791995841511744,-2.0543275518134783,3.7763350517418917
0.0261,0.534,0.961,0.997,11.628107019563911,-6.293392528578003,3.636625741620986
0.0271,0.539,0.961,0.998,9.324770937087287,-4.002399280529143,3.675687583607164
0.0281,0.551,0.961,0.999,12.600419595617412,-2.1115941399792346,3.6956547305922642
