BERNOULLI,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.607,0.152,0.873,0.897,18.12622946415102,-7.66,10.172272737841933
0.61,0.141,0.879,0.9,19.57439475408776,-7.84,10.395989967900679
0.613,0.154,0.876,0.913,18.83718642659237,-7.4228380702190915,10.638389210865855
0.616,0.156,0.859,0.882,17.969672576648634,-7.9541021479657,10.239646801229636
0.619,0.174,0.877,0.903,18.628345421271334,-7.28,10.673742350349393
0.622,0.156,0.855,0.882,23.219486866650865,-7.8,10.431728908775318
0.625,0.12,0.862,0.882,19.72453595909736,-7.824,10.493308694777209
0.628,0.145,0.845,0.869,20.318428279684106,-7.916,10.37455357782235
0.631,0.156,0.84,0.868,18.292632260889672,-7.836,10.552771273026647
0.634,0.126,0.861,0.889,18.830285521409788,-7.932,10.87641928059165
0.637,0.15,0.862,0.88,20.439668368874443,-7.98,10.992300706967944
0.64,0.139,0.847,0.874,20.63921441783214,-7.992,10.865139689183458
0.643,0.147,0.84,0.87,19.16268860425116,-7.984,10.878988710512518
0.646,0.143,0.843,0.869,19.695448707413043,-7.996,10.974767249422946
0.649,0.134,0.842,0.869,19.656573269071686,-7.976,11.165612235080255
0.652,0.145,0.828,0.86,22.173647552565804,-7.874801567026998,11.113576657562108
0.655,0.143,0.833,0.86,20.901147302390573,-7.78,11.20773334050632
0.658,0.148,0.822,0.847,19.268728326645295,-7.916,11.169875794784849
0.661,0.141,0.837,0.868,20.779703426704312,-7.912,11.5198075192565
0.664,0.161,0.836,0.866,20.46256811674162,-7.888,11.734191605210787
0.667,0.145,0.835,0.865,21.430501326228335,-7.8,11.763970247496808
0.67,0.131,0.816,0.852,20.926460040407644,-7.836,11.802768045985157
0.673,0.145,0.817,0.856,22.34425257892996,-7.964,12.008690780290761
0.676,0.136,0.818,0.847,23.175875751677495,-7.892,11.875702019764987
0.679,0.133,0.838,0.872,21.304650692751935,-7.88,12.364253328608592
0.682,0.13,0.803,0.834,24.466754144456093,-7.832,11.88518365129266
0.685,0.149,0.812,0.859,20.848435439918905,-7.772,12.43091488255122
0.688,0.13,0.809,0.854,24.688185295447642,-7.912,12.556542067597169
0.691,0.117,0.812,0.839,21.817870571671467,-7.728,12.542357177734397
0.694,0.16,0.807,0.841,23.606949642915602,-7.872,12.493255635049117
0.697,0.116,0.817,0.849,22.938435526039804,-7.86,12.778711275642609
0.7,0.13,0.804,0.843,21.618750785389068,-7.904,12.85623210632622
0.703,0.125,0.767,0.811,22.75246564507558,-7.628,12.419685006547592
0.706,0.123,0.807,0.855,21.93069805590285,-7.808,13.352775602023158
0.709,0.124,0.808,0.84,23.886681269404782,-7.928,13.269761693273157
0.712,0.137,0.783,0.822,24.272423143782525,-7.96,13.03282534394699
0.715,0.125,0.77,0.811,25.67151287342277,-7.78,12.929460008816392
0.718,0.122,0.729,0.791,22.082167848251196,-7.944,12.755419827693096
0.721,0.112,0.762,0.823,24.72576316923245,-7.82,13.612296160084982
0.724,0.11,0.779,0.83,24.765365041388733,-7.356,13.915088473732702
0.727,0.111,0.751,0.796,25.703216839797776,-7.84,13.487447188404069
0.73,0.116,0.756,0.805,27.345809281851498,-7.5840000000000005,13.711275209654712
0.733,0.118,0.746,0.801,26.403578682491496,-7.992,13.993141597176194
0.736,0.115,0.742,0.786,24.423883163914045,-7.94,13.702339043306656
0.739,0.118,0.745,0.798,25.82432571867473,-7.976,14.267514491432005
0.742,0.095,0.719,0.77,26.130709414617737,-7.948,13.678066842680762
0.745,0.107,0.727,0.793,25.027020913663698,-7.668,14.446195845693923
0.748,0.095,0.711,0.783,26.116943459546093,-7.804,14.378258685497263
0.751,0.106,0.74,0.803,25.8016045845608,-7.808,15.063169013707494
0.754,0.124,0.722,0.793,26.713990653203428,-7.816,15.166485229327456
0.757,0.092,0.723,0.793,28.60169434050681,-7.868,15.282718234802102
0.76,0.089,0.707,0.771,26.590111111515608,-7.792,14.949145871879278
0.763,0.094,0.709,0.776,29.193749537439796,-7.976,15.276912579294601
0.766,0.087,0.699,0.755,29.701637828462772,-7.96,15.031445022313346
0.769,0.089,0.678,0.748,27.442738251887846,-7.912,15.167805714960476
0.772,0.083,0.675,0.749,30.984801568475767,-7.94,15.36741614107156
0.775,0.094,0.659,0.739,27.888814825431524,-7.948,15.319249460170132
0.778,0.084,0.674,0.74,31.74547433781435,-7.796,15.669822844506902
0.781,0.098,0.649,0.737,28.742940681062667,-7.964,15.69867770219148
0.784,0.087,0.657,0.743,31.121318405233517,-7.964,16.159311519159676
0.787,0.082,0.643,0.733,29.12516202348509,-7.964,16.108930249080665
0.79,0.08,0.618,0.719,32.17887950388946,-7.951144753537487,15.9398425983741
0.793,0.084,0.611,0.705,31.160616750814924,-7.924,15.879849216517972
0.796,0.096,0.605,0.696,32.117177883199766,-7.956,16.005916497772965
0.799,0.086,0.643,0.729,30.741110862100385,-7.824,17.376349936047873
0.802,0.07,0.59,0.68,32.482419258010175,-7.824,16.131422575243192
0.805,0.1,0.617,0.705,32.4438245071532,-7.976,17.10422518358301
0.808,0.08,0.617,0.71,34.6357306965377,-7.864,17.408963260887695
0.811,0.085,0.627,0.726,32.93871592243773,-7.968,18.34882081990515
0.814,0.078,0.602,0.697,35.27975502341133,-7.984,17.90689160194043
0.817,0.083,0.567,0.662,34.743617835980366,-7.916,17.101664178542805
0.82,0.07,0.578,0.685,35.74078118432037,-7.972,18.304976376287915
0.823,0.061,0.563,0.672,35.51223432381201,-7.828,18.20289014270259
0.826,0.067,0.547,0.666,37.42547178314207,-7.832,18.3066769844554
0.829,0.072,0.53,0.647,35.23600373074944,-7.924,18.22397796838169
0.832,0.074,0.555,0.66,36.60035241474826,-7.992,18.835810648558837
0.835,0.076,0.572,0.661,35.97331257495926,-7.988,19.139317222795288
0.838,0.068,0.508,0.624,36.222148510210154,-7.98,18.588753428251408
0.841,0.062,0.511,0.646,37.80892584671874,-7.964,19.801960715350663
0.844,0.065,0.525,0.659,40.39415148051581,-7.850202489511659,20.44473895712598
0.847,0.068,0.481,0.618,40.1603375865189,-7.996,19.205293174459076
0.85,0.07,0.512,0.632,40.75273512276987,-7.892,20.490658000780826
0.853,0.054,0.471,0.622,42.10246841540072,-7.852,20.556473719531034
0.856,0.053,0.478,0.61,42.2090979110483,-7.932,20.365269780099844
0.859,0.06,0.461,0.599,45.08604282991656,-7.84,20.6516928140054
0.862,0.039,0.463,0.609,45.247599181495076,-7.884,21.793560894958926
0.865,0.049,0.456,0.596,45.77684387419022,-7.6080000000000005,21.703315004061402
0.868,0.058,0.43,0.579,46.003026652584445,-7.932,21.36359291470915
0.871,0.052,0.441,0.574,50.14186607917661,-7.888,22.060585071726187
0.874,0.041,0.403,0.558,46.76546921500202,-7.948,21.680555903205182
0.877,0.038,0.369,0.515,49.341637895697836,-7.888,20.803772692334547
0.88,0.041,0.424,0.566,51.65722229098374,-7.928,23.677158018316483
0.883,0.046,0.414,0.542,51.83758046816385,-7.924970687704821,23.31820356818568
0.886,0.033,0.361,0.565,53.160647471757095,-7.956,24.61122499536216
0.889,0.034,0.349,0.522,54.07793130606889,-7.788,23.369497376339737
0.892,0.043,0.352,0.515,55.70136470265216,-7.988,24.416405119124107
0.895,0.037,0.334,0.513,57.493889014428525,-7.996,24.552044945257368
0.898,0.033,0.321,0.511,59.42461232265265,-7.964,25.011763869778477
0.901,0.033,0.35,0.516,61.574326488367156,-7.98,26.32131401881953
0.904,0.038,0.324,0.492,60.08780125423336,-7.932,26.080771671837166
0.907,0.03,0.299,0.468,62.86982511414978,-7.976,25.225163832084338
0.91,0.031,0.281,0.468,65.14923436919082,-7.952,26.85614049937153
0.913,0.023,0.282,0.44,66.39825142920886,-7.968,26.84896010108943
0.916,0.027,0.264,0.438,69.46098064117348,-7.926104687084856,27.06909966064818
0.919,0.022,0.261,0.437,70.58416422068773,-7.968,27.834448536136875
0.922,0.029,0.251,0.44,74.3831197792218,-7.964,29.23445338079593
0.925,0.024,0.231,0.424,76.28982430751765,-7.944,29.809443970256773
0.928,0.029,0.238,0.421,80.76119621650145,-7.976,31.354679648571697
0.931,0.028,0.226,0.405,82.69058969743945,-7.9,31.696803615583075
0.934,0.018,0.195,0.39,86.96375262782243,-7.82,31.569168021561772
0.937,0.026,0.202,0.384,90.65819334707184,-7.828,33.53554751011642
0.94,0.017,0.168,0.367,95.71265327751898,-7.92,33.41554434097531
0.943,0.032,0.185,0.388,102.30252325256204,-7.992,37.248987765233025
