OBSERVE_COST,Rate1,Rate1pct,Rate10pct,Selet_Value_high,Select_Value_low,Select_Value_aver
0.0001,0.644,1.0,1.0,0.9994910027893708,0.9482204753923787,0.9858604807727764
0.0011,0.69,1.0,1.0,0.9988704405709994,0.7907885527455931,0.953044081222939
0.0021,0.681,0.999,1.0,0.9988408106271224,0.6853492535570801,0.9379966959595631
0.0031,0.699,0.999,1.0,0.998660716368758,0.7296202975796138,0.9261182004713541
0.0041,0.675,0.999,1.0,0.9989340322796968,0.5535243887114873,0.9116464521727278
0.0051,0.694,1.0,1.0,0.9982249481790622,0.654754584876683,0.9029666553123467
0.0061,0.727,0.999,1.0,0.9992299313971316,0.5460380925976186,0.8956684462931237
0.0071,0.73,1.0,1.0,0.9991323552421323,0.5813880811007955,0.8873256555548444
0.0081,0.679,0.999,1.0,0.9952086867750471,0.412186129352486,0.8805245186610334
0.0091,0.695,1.0,1.0,0.9990193794859886,0.47178126934631154,0.871257619503192
0.0101,0.706,0.999,1.0,0.9992101583987226,0.35333556233602925,0.8661596787454565
0.0111,0.671,1.0,1.0,0.9978889775258958,0.4380905985501424,0.8645973995408686
0.0121,0.684,1.0,1.0,0.9995249475387223,0.3107779279643311,0.853240141163028
0.0131,0.698,1.0,1.0,0.9977209652719108,0.4169801060852889,0.8518996166657885
0.0141,0.69,0.999,1.0,0.9994269752952072,0.2927746876291665,0.8435667440332135
0.0151,0.704,1.0,1.0,0.9995118966945815,0.3287996629322416,0.8448113864456424
0.0161,0.692,1.0,1.0,0.9986029031006316,0.3699088131465027,0.8389892937083294
0.0171,0.704,0.999,1.0,0.999548234335933,0.12487863199492355,0.8311743225212248
0.0181,0.712,0.999,1.0,0.9970598967337807,0.200549275830755,0.8265865974168712
0.0191,0.702,1.0,1.0,0.9984191261867031,0.3692727397574797,0.8287728681351246
0.0201,0.72,0.999,1.0,0.999390778170204,0.11906292276980801,0.8234330999837134
0.0211,0.687,1.0,1.0,0.999402440382789,0.3578310125053294,0.8132311431123466
0.0221,0.722,0.999,1.0,0.9993849535475476,-0.009607419896957792,0.8110447506710059
0.0231,0.726,0.999,1.0,0.9998351136853391,0.07165668340180353,0.8111644468224996
0.0241,0.7,0.999,1.0,0.9996444818350328,0.24737928583374202,0.8030658468328931
0.0251,0.706,1.0,1.0,0.9997193537725723,0.32167955008278815,0.804093403305222
0.0261,0.701,1.0,1.0,0.9994262288395527,0.1288523814117386,0.7966247106225526
0.0271,0.7,1.0,1.0,0.999389572564296,-0.016672065246336354,0.7918290199978933
0.0281,0.723,1.0,1.0,0.9999874742628599,0.19023717860976908,0.7935027563109198
0.0291,0.707,1.0,1.0,0.9993320011800987,0.18588560755572348,0.7861250036912577
0.0301,0.716,1.0,1.0,0.9989396519208674,0.22363974958994592,0.7879759868994323
0.0311,0.71,0.998,1.0,0.9985865853083042,0.03170193329572801,0.782659752306474
0.0321,0.74,1.0,1.0,0.9992759673269395,4.558678341592959e-06,0.7856486204775449
0.0331,0.732,0.999,1.0,0.9991261453056883,-0.27854778033484995,0.7720006260391217
0.0341,0.695,1.0,1.0,0.9999266795378055,0.019273997387742936,0.7705316104315596
0.0351,0.711,1.0,1.0,0.996774474879689,0.07353949165014706,0.7730997547290992
0.0361,0.673,0.999,1.0,0.9987542028928166,0.006772116263601635,0.7662809296735453
0.0371,0.71,1.0,1.0,0.9978949244335926,-0.17439526901585212,0.7671937024797024
0.0381,0.727,1.0,1.0,0.9996750973544742,0.11347256398706196,0.7642803631279556
0.0391,0.714,1.0,1.0,0.9959199832871374,0.13225877284750998,0.7601169349434143
0.0401,0.698,0.996,1.0,0.9987254757609211,-0.08640272750988487,0.7602004283326412
0.0411,0.724,0.999,1.0,0.9994043875797349,-0.00858739000552644,0.7573281937918513
0.0421,0.728,1.0,1.0,0.9987009067807857,0.10752925588125528,0.7507219554380962
